City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
368,alihe,50.5667,123.7167,32.54,50,6,3.09,CN,1667718175
369,kabare,-2.4683,28.8242,65.53,90,98,2.98,CD,1667718430
370,aklavik,68.2191,-135.0107,9.39,75,100,15.57,CA,1667718334
371,havoysund,70.9963,24.6622,41.23,97,100,14.79,NO,1667718435
372,meulaboh,4.1363,96.1285,83.7,67,100,5.59,ID,1667718438
373,westport,41.1415,-73.3579,66.74,86,20,5.75,US,1667718382
374,satun,6.8333,100.0,89.6,73,100,3.69,TH,1667718443
375,sao filipe,14.8961,-24.4956,78.26,68,1,3.62,CV,1667718122
376,khoy,38.5504,44.9535,57.47,34,0,1.7,IR,1667718448
377,khorixas,-20.3667,14.9667,74.79,31,99,7.29,NA,1667718450
378,rio gallegos,-51.6226,-69.2181,47.16,89,71,9.4,AR,1667718310
379,thinadhoo,0.5333,72.9333,81.43,75,26,9.69,MV,1667718433
380,santa maria,-29.6842,-53.8069,53.94,94,1,8.86,BR,1667718325
381,sao jose da coroa grande,-8.8978,-35.1478,73.98,90,98,5.14,BR,1667718459
382,bagdarin,54.4333,113.6,27.32,55,11,3.49,RU,1667718462
383,ripoll,42.2006,2.1903,46.42,41,22,3.87,ES,1667718464
384,leh,34.1667,77.5833,36.45,41,100,3.67,IN,1667718415
385,provideniya,64.3833,-173.3,35.64,99,100,21.47,RU,1667718469
386,egvekinot,66.3167,-179.1667,28.42,97,100,14.03,RU,1667718472
387,andilamena,-17.0167,48.5833,79.52,35,9,5.97,MG,1667718474
388,adrar,20.5022,-10.0711,68.38,19,0,8.81,MR,1667718238
389,asau,46.4333,26.4,50.13,95,100,3.27,RO,1667718479
390,troitskoye,52.9821,84.6757,39.58,85,100,10.11,RU,1667718481
391,zalantun,48.0,122.7167,43.07,44,94,4.54,CN,1667718484
392,nuuk,64.1835,-51.7216,25.41,93,75,10.36,GL,1667718486
393,corner brook,48.9667,-57.9484,50.36,94,100,3.53,CA,1667718240
394,nichinan,31.6,131.3667,64.81,58,100,8.01,JP,1667718491
395,huanan,46.2167,130.5167,39.0,43,15,10.11,CN,1667718320
396,caohai,26.8661,104.2841,58.82,62,14,7.65,CN,1667718499
397,kahului,20.8947,-156.47,79.84,79,62,5.99,US,1667718066
398,juneau,58.3019,-134.4197,28.22,76,40,5.75,US,1667718463
399,porbandar,21.6422,69.6093,88.0,34,3,5.79,IN,1667718510
400,necochea,-38.5473,-58.7368,52.0,94,77,12.1,AR,1667718513
401,preobrazheniye,42.9019,133.9064,43.34,39,13,6.29,RU,1667718515
402,gizo,-8.103,156.8419,83.32,72,38,2.19,SB,1667718518
403,ukiah,39.1502,-123.2078,54.45,92,100,0.0,US,1667718520
404,yantongshan,43.2919,126.0094,42.67,53,100,5.55,CN,1667718318
405,xining,36.6167,101.7667,50.54,27,5,3.87,CN,1667718294
406,garmsar,35.2182,52.3409,66.24,21,1,6.35,IR,1667718527
407,kousseri,12.0769,15.0306,78.26,19,7,8.19,CM,1667718530
408,khuzdar,27.7384,66.6434,73.02,18,100,4.25,PK,1667718533
409,solnechnyy,50.7214,136.6319,25.36,43,0,0.31,RU,1667718537
410,kahramanmaras,38.0,37.0,54.0,38,0,1.28,TR,1667718540
411,makakilo city,21.3469,-158.0858,79.12,69,0,13.8,US,1667718541
412,tshikapa,-6.4167,20.8,75.11,81,92,2.82,CD,1667718545
413,wenzhou,27.9994,120.6668,66.79,57,100,6.85,CN,1667718548
414,partizansk,43.1258,133.1339,38.64,45,12,3.53,RU,1667718550
415,severo-kurilsk,50.6789,156.125,38.1,85,100,9.71,RU,1667718077
416,padang,-0.9492,100.3543,87.85,74,88,4.92,ID,1667718557
417,dwarka,22.2394,68.9678,86.4,44,100,8.28,IN,1667718560
418,bergen,60.392,5.328,49.15,97,75,10.36,NO,1667718567
419,chateaurenard,43.8817,4.8549,46.36,89,0,3.44,FR,1667718570
420,berdigestyakh,62.0989,126.6992,3.07,94,100,6.71,RU,1667718572
421,novokruchininskiy,51.7833,113.7667,37.13,64,95,10.16,RU,1667718575
422,yukuhashi,33.7287,130.983,65.25,52,100,5.7,JP,1667718577
423,huanren,41.2647,125.3667,45.45,55,100,5.28,CN,1667718320
424,narsaq,60.9167,-46.05,44.82,89,100,0.87,GL,1667718582
425,zverinogolovskoye,54.4586,64.8542,29.37,88,100,10.87,RU,1667718584
426,geraldton,-28.7667,114.6,75.61,57,0,20.71,AU,1667718587
427,chipinge,-20.1883,32.6236,77.18,60,29,2.73,ZW,1667718589
428,abu dhabi,24.4667,54.3667,87.96,60,0,4.61,AE,1667718592
429,batagay-alyta,67.8006,130.4114,-9.38,93,92,4.47,RU,1667718594
430,iracoubo,5.4802,-53.2011,77.34,86,86,3.85,GF,1667718597
431,talcahuano,-36.7167,-73.1167,47.88,93,0,2.3,CL,1667718599
432,challans,46.8436,-1.8749,56.97,94,100,20.11,FR,1667718602
433,belaya kholunitsa,58.84,50.8528,30.76,84,88,7.43,RU,1667718488
434,vestmannaeyjar,63.4427,-20.2734,43.95,84,100,28.66,IS,1667718075
435,port-gentil,-0.7193,8.7815,78.76,94,40,4.61,GA,1667718609
436,doha,25.2867,51.5333,86.31,48,0,8.05,QA,1667718612
437,la ronge,55.1001,-105.2842,22.03,80,100,19.93,CA,1667718617
438,iqaluit,63.7506,-68.5145,6.22,96,99,4.36,CA,1667718619
439,seymour,38.9592,-85.8903,56.07,79,0,4.0,US,1667718406
440,dakar,14.6937,-17.4441,81.05,60,99,15.41,SN,1667718624
441,estevan,49.1334,-102.9842,30.54,86,100,39.12,CA,1667718627
442,chiredzi,-21.05,31.6667,84.87,55,8,9.48,ZW,1667718629
443,coquimbo,-29.9533,-71.3436,53.33,82,0,8.05,CL,1667718601
444,voorst,52.1667,6.1333,50.14,89,100,15.39,NL,1667718634
445,caucaia,-3.7361,-38.6531,80.55,79,75,8.05,BR,1667718639
446,sringeri,13.4167,75.25,84.04,48,79,5.08,IN,1667718641
447,mehamn,71.0357,27.8492,40.95,93,100,12.66,NO,1667718584
448,tessalit,20.1986,1.0114,71.35,19,0,6.89,ML,1667718646
449,bellevue,47.6104,-122.2007,46.02,76,100,11.5,US,1667718648
450,naze,28.3667,129.4833,67.26,67,74,9.75,JP,1667718653
451,montbrison,45.6667,4.0833,37.74,72,99,4.7,FR,1667718655
452,bayangol,50.6977,103.4656,35.87,51,11,2.19,RU,1667718658
453,ranau,5.9538,116.6641,78.57,82,100,2.24,MY,1667718660
454,iskateley,67.6803,53.1512,32.94,91,100,4.32,RU,1667718470
455,deputatskiy,69.3,139.9,-3.77,94,100,9.51,RU,1667718262
456,antofagasta,-23.65,-70.4,60.08,86,63,5.88,CL,1667718668
457,urzhum,57.1141,49.9996,28.83,79,65,7.61,RU,1667718670
458,mitsamiouli,-11.3847,43.2844,80.13,70,0,11.72,KM,1667718673
459,vangaindrano,-23.35,47.6,81.59,61,100,10.74,MG,1667718676
460,bac lieu,9.285,105.7244,83.37,75,100,11.25,VN,1667718386
461,mimarsinan,41.0032,28.5377,67.59,50,100,3.15,TR,1667718680
462,najran,17.4924,44.1277,75.61,24,0,5.59,SA,1667718684
463,ixtapa,20.7,-105.2,67.86,94,4,2.57,MX,1667718686
464,manono,-7.3,27.4167,79.03,68,100,0.76,CD,1667718691
465,kemin,42.7846,75.6892,53.73,57,100,4.63,KG,1667718693
466,de-kastri,51.4667,140.7833,22.53,74,11,7.38,RU,1667718696
467,salalah,17.0151,54.0924,87.89,55,0,2.3,OM,1667718355
468,sechura,-5.5569,-80.8222,60.8,91,10,6.91,PE,1667718546
469,tarko-sale,64.9225,77.785,27.28,97,99,2.13,RU,1667718703
470,derzhavinsk,51.1,66.3167,32.2,60,24,13.04,KZ,1667718705
471,bay roberts,47.5999,-53.2648,53.51,94,69,3.0,CA,1667718708
472,sao miguel do araguaia,-13.275,-50.1628,72.5,70,3,4.88,BR,1667718713
473,veraval,20.9,70.3667,87.62,36,66,5.55,IN,1667718660
474,bongued,7.1167,124.4,88.34,66,91,4.14,PH,1667718717
475,port moresby,-9.4431,147.1797,81.81,81,88,9.28,PG,1667718720
476,umm lajj,25.0213,37.2685,80.2,36,72,10.98,SA,1667718722
477,broken hill,-31.95,141.4333,78.57,24,76,5.01,AU,1667718725
478,mangrol,21.1167,70.1167,87.58,35,99,4.03,IN,1667718728
479,jardim,-21.4803,-56.1381,59.94,70,0,2.51,BR,1667718730
480,duluth,46.7833,-92.1066,40.28,90,100,11.5,US,1667718595
481,nenjiang,49.1833,125.2167,37.02,51,6,3.6,CN,1667718735
482,muzaffarabad,34.37,73.4711,70.3,51,100,4.41,PK,1667718738
483,atambua,-9.1061,124.8925,84.97,59,71,1.7,ID,1667718740
484,oda,35.1833,132.5,59.04,59,7,4.83,JP,1667718743
485,indianola,41.3581,-93.5574,51.1,62,100,22.59,US,1667718745
486,poum,-20.2333,164.0167,79.84,75,3,4.38,NC,1667718748
487,catarman,12.4989,124.6377,81.79,84,100,6.35,PH,1667718751
488,erbiceni,47.2667,27.2333,51.08,72,100,12.62,RO,1667718753
489,nizwa,22.9333,57.5333,84.22,27,10,7.83,OM,1667718756
490,sao joao do piaui,-8.3581,-42.2467,73.02,89,100,7.02,BR,1667718758
491,pacific grove,36.6177,-121.9166,59.67,91,97,5.99,US,1667718540
492,caicedo,6.4051,-75.9826,56.37,95,100,2.95,CO,1667718763
493,shibganj,24.6829,88.1598,85.96,41,2,1.88,BD,1667718766
494,quibdo,5.6947,-76.6611,72.07,99,100,1.74,CO,1667718768
495,constitucion,-35.3333,-72.4167,49.66,89,0,6.38,CL,1667718771
496,porto santo,33.072,-16.3415,68.38,77,75,5.75,PT,1667718773
497,zomin,39.9606,68.3958,61.66,45,64,3.71,UZ,1667718776
498,husavik,66.0449,-17.3389,35.2,93,56,8.39,IS,1667718778
499,severo-yeniseyskiy,60.3725,93.0408,24.12,89,100,7.4,RU,1667718780
500,caravelas,-17.7125,-39.2481,71.74,69,100,9.62,BR,1667718783
501,pokhara,28.2333,83.9833,75.13,45,2,6.08,NP,1667718786
502,sorland,67.667,12.6934,46.26,87,100,12.55,NO,1667718375
503,luanda,-8.8368,13.2343,78.21,79,100,5.23,AO,1667718558
504,olafsvik,64.8945,-23.7142,39.85,61,81,9.4,IS,1667718794
505,christchurch,-43.5333,172.6333,56.95,67,100,18.41,NZ,1667718606
506,biak,-0.9131,122.8766,83.55,71,58,4.99,ID,1667718801
507,puerto leguizamo,-0.1934,-74.7819,71.98,83,81,1.23,CO,1667718804
508,sri aman,1.2376,111.4621,80.96,92,100,3.29,MY,1667718806
509,karaton,-6.3424,106.1045,83.12,72,100,1.41,ID,1667718809
510,rodrigues alves,-7.738,-72.6509,66.4,66,6,1.79,BR,1667718811
511,kulhudhuffushi,6.6221,73.07,81.01,69,96,0.98,MV,1667718816
512,bissora,12.2231,-15.4475,69.64,75,11,0.81,GW,1667718818
513,senekal,-28.3197,27.6208,71.06,44,0,13.44,ZA,1667718821
514,ramnagar,29.4,79.1167,79.03,50,100,3.85,IN,1667718823
515,prainha,-1.8,-53.48,72.95,96,95,0.92,BR,1667718828
516,kathmandu,27.7167,85.3167,73.62,49,20,3.44,NP,1667718741
517,palm coast,29.585,-81.2078,77.0,96,99,1.99,US,1667718716
518,damghan,36.1683,54.348,59.43,36,5,3.29,IR,1667718835
519,kang,-23.6752,22.7876,80.62,17,94,12.88,BW,1667718838
520,menongue,-14.6585,17.691,70.75,67,65,3.02,AO,1667718840
521,los llanos de aridane,28.6585,-17.9182,64.15,78,0,10.36,ES,1667718843
522,nang rong,14.6377,102.7914,84.31,52,19,10.29,TH,1667718846
523,porto uniao,-26.2381,-51.0783,50.56,93,100,3.27,BR,1667718848
524,port alberni,49.2413,-124.8028,42.12,90,100,1.01,CA,1667718851
525,sokoni,-6.4333,39.55,79.23,78,0,8.43,TZ,1667718853
526,pampa,35.5362,-100.9599,55.18,61,0,10.36,US,1667718856
527,aitape,-3.1374,142.3475,84.69,72,61,5.17,PG,1667718858
528,avera,33.194,-82.5271,69.85,95,97,13.6,US,1667718861
529,araouane,18.9048,-3.5265,72.75,20,0,12.57,ML,1667718751
530,metro,-5.1131,105.3067,78.15,87,100,4.05,ID,1667718866
531,muros,42.7762,-9.0603,61.09,90,96,11.65,ES,1667718868
532,asandh,29.5167,76.6,83.32,41,100,8.14,IN,1667718871
533,berlevag,70.8578,29.0864,41.0,87,100,13.8,NO,1667718736
534,pecos,31.4229,-103.4932,67.3,23,0,11.5,US,1667718827
535,katobu,-4.9408,122.5276,85.69,67,99,3.51,ID,1667718878
536,tautira,-17.7333,-149.15,75.9,87,100,29.37,PF,1667718423
537,alcudia,39.8532,3.1214,57.38,65,42,8.43,ES,1667718882
538,george town,5.4112,100.3354,89.53,77,20,8.05,MY,1667718693
539,buala,-8.145,159.5921,81.43,80,100,5.99,SB,1667718887
540,petropavlovsk-kamchatskiy,53.0452,158.6483,30.79,93,40,4.47,RU,1667718889
541,guerrero negro,27.9769,-114.0611,63.84,72,0,10.92,MX,1667718894
542,rudbar,30.15,62.6,75.69,34,100,8.16,AF,1667718897
543,la romana,18.4273,-68.9728,71.26,91,0,5.19,DO,1667718899
544,melito di porto salvo,37.9222,15.7714,63.54,77,75,13.8,IT,1667718902
545,lower hutt,-41.2167,174.9167,62.51,71,68,5.75,NZ,1667718670
546,yarada,17.65,83.2667,88.12,48,20,5.75,IN,1667718909
547,kinsale,51.7075,-8.5306,53.24,93,75,12.66,IE,1667718911
548,miramar,25.9873,-80.2323,79.99,86,40,11.5,US,1667718914
549,macusani,-14.0833,-70.4333,37.04,77,38,2.28,PE,1667718916
550,buchanan,5.8808,-10.0467,76.24,88,72,5.55,LR,1667718919
551,kavieng,-2.5744,150.7967,84.15,69,100,5.37,PG,1667718921
552,williams lake,52.1415,-122.1445,17.17,85,100,9.22,CA,1667718926
553,ambilobe,-13.2,49.05,94.59,30,0,6.69,MG,1667718931
554,burnie,-41.0667,145.9167,65.95,72,75,7.67,AU,1667718933
555,jay,44.5039,-70.2162,64.35,66,88,4.0,US,1667718936
556,baoro,5.6667,15.9667,75.18,48,64,3.56,CF,1667718938
557,ketchikan,55.3422,-131.6461,31.71,71,24,9.62,US,1667718682
558,karratha,-20.7377,116.8463,80.17,43,93,21.74,AU,1667718943
559,kaduqli,11.0167,29.7167,86.23,19,53,15.14,SD,1667718946
560,paamiut,61.994,-49.6678,30.4,78,100,27.87,GL,1667718948
561,crevenicu,44.2408,25.5886,59.99,80,100,16.24,RO,1667718951
562,anloga,5.7947,0.8973,80.38,81,83,7.56,GH,1667718953
563,abu samrah,35.3029,37.1841,70.84,31,5,5.5,SY,1667718514
564,sisimiut,66.9395,-53.6735,17.22,78,22,10.6,GL,1667718958
565,orange cove,36.6244,-119.3137,56.57,71,75,5.75,US,1667718960
566,pilar,-9.5972,-35.9567,71.53,97,75,4.27,BR,1667718963
567,san mateo del mar,16.2,-95.0,79.7,83,71,5.88,MX,1667718965
568,lemon tree passage,-32.7327,152.036,70.11,76,100,8.01,AU,1667718968
569,snezhnogorsk,69.1933,33.2531,35.38,89,100,13.4,RU,1667718970
570,pekalongan,-6.8886,109.6753,84.76,72,79,5.1,ID,1667718973
571,muisne,0.6,-80.0333,72.57,82,100,6.11,EC,1667718973
572,sobolevo,54.4299,31.8996,32.67,75,100,13.15,RU,1667718980
573,sun valley,39.5963,-119.776,52.72,69,100,9.22,US,1667718782
574,raudeberg,61.9875,5.1352,43.95,1,100,12.21,NO,1667718985
575,lavrentiya,65.5833,-171.0,33.75,98,100,32.77,RU,1667718987
